ticker,company_name,our_sector,expected_sector,verdict,screener_broad_sector,screener_sector,screener_broad_industry,screener_industry,status
AVANTIFEED.NS,AVANTI FEEDS LIMITED,AGRICULTURE,FMCG,mismatch,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,ok
GAEL.NS,GUJARAT AGRO INDUSTRIES LIMITED,AGRICULTURE,FMCG,mismatch,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,ok
GODFRYPHLP.NS,GODFREY PHILLIPS INDIA LIMITED,AGRICULTURE,FMCG,mismatch,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products,ok
GODREJAGRO.NS,GODREJ AGROVET LIMITED,AGRICULTURE,FMCG,mismatch,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,ok
KSCL.NS,KAVERI SEED COMPANY LIMITED,AGRICULTURE,FMCG,mismatch,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,ok
RENUKA.NS,SHREE RENUKA SUGARS LIMITED,AGRICULTURE,FMCG,mismatch,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,ok
APARINDS.NS,APOLLO PIPES LIMITED,AUTO COMPONENTS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,ok
HBLENGINE.NS,HBL ENGINEERING LIMITED,AUTO COMPONENTS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,Other Industrial Products,ok
ARE&M.NS,AMARA RAJA ENERGY & MOBILITY LIMITED,AUTOMOBILE,AUTO COMPONENTS,mismatch,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ok
ASHOKLEY.NS,ASHOK LEYLAND LTD,AUTOMOBILE,INDUSTRIAL,mismatch,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,ok
ESCORTS.NS,ESCORTS LIMITED,AUTOMOBILE,INDUSTRIAL,mismatch,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Tractors,ok
GREAVESCOT.NS,GREAVES COTTON LIMITED,AUTOMOBILE,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines",ok
INDIGO.NS,INTERGLOBE AVIATION LIMITED,AVIATION,CONSUMER SERVICES,mismatch,Services,Services,Transport Services,Airline,ok
JWL.NS,JET AIRWAYS (INDIA) LIMITED,AVIATION,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons,ok
SPICEJET.NS,SPICEJET LIMITED,AVIATION,CONSUMER SERVICES,mismatch,Services,Services,Transport Services,Airline,ok
ASIANPAINT.NS,ASIAN PAINTS LIMITED,CHEMICALS,CONSUMER DURABLES,mismatch,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,ok
BERGEPAINT.NS,BERGER PAINTS INDIA LIMITED,CHEMICALS,CONSUMER DURABLES,mismatch,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,ok
GODREJIND.NS,GODREJ INDUSTRIES LIMITED,CHEMICALS,CONGLOMERATE,mismatch,Diversified,Diversified,Diversified,Diversified,ok
KANSAINER.NS,KANSAI NEROLAC PAINTS LIMITED,CHEMICALS,CONSUMER DURABLES,mismatch,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,ok
SOTL.NS,SAVITA OIL TECHNOLOGIES LIMITED,CHEMICALS,ENERGY,mismatch,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants,ok
ADANIENT.NS,ADANI ENTERPRISES LIMITED,CONGLOMERATE,METALS,mismatch,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals,ok
BAJAJHLDNG.NS,BAJAJ HOLDINGS & INVESTMENT LIMITED,CONGLOMERATE,FINANCIAL SERVICES,mismatch,Financial Services,Financial Services,Finance,Holding Company,ok
BBTC.NS,BOMBAY BURMAH TRADING CORPORATION,CONGLOMERATE,FMCG,mismatch,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,ok
RELIANCE.NS,RELIANCE INDUSTRIES,CONGLOMERATE,ENERGY,mismatch,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing,ok
TATAINVEST.NS,TATA INVESTMENT CORPORATION LIMITED,CONGLOMERATE,FINANCIAL SERVICES,mismatch,Financial Services,Financial Services,Finance,Investment Company,ok
DOMS.NS,DOMS INDUSTRIES LIMITED,CONSUMER DURABLES,FMCG,mismatch,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,ok
MANYAVAR.NS,VEDANT FASHIONS LIMITED,CONSUMER DURABLES,CONSUMER SERVICES,mismatch,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,ok
PAGEIND.NS,PAGE INDUSTRIES LIMITED,CONSUMER DURABLES,TEXTILES,mismatch,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,ok
PVRINOX.NS,PVR INOX LIMITED,CONSUMER SERVICES,MEDIA,mismatch,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",ok
VAIBHAVGBL.NS,VAIBHAV GLOBAL LIMITED,CONSUMER SERVICES,CONSUMER DURABLES,mismatch,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",ok
AVANTEL.NS,AVANTEL LIMITED,DEFENCE,INDUSTRIAL,mismatch,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,ok
BDL.NS,BHARAT DYNAMICS LIMITED,DEFENCE,INDUSTRIAL,mismatch,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,ok
BEL.NS,BHARAT ELECTRONICS LTD,DEFENCE,INDUSTRIAL,mismatch,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,ok
BEML.NS,BHARAT EARTH MOVERS LIMITED,DEFENCE,INDUSTRIAL,mismatch,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,ok
DATAPATTNS.NS,DATA PATTERNS (INDIA) LTD,DEFENCE,INDUSTRIAL,mismatch,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,ok
GRSE.NS,GARDEN REACH SHIPBUILDERS & ENGINEERS,DEFENCE,INDUSTRIAL,mismatch,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,ok
HAL.NS,HINDUSTAN AERONAUTICS LIMITED,DEFENCE,INDUSTRIAL,mismatch,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,ok
MAZDOCK.NS,MAZAGON DOCK SHIPBUILDERS LTD,DEFENCE,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,ok
ZENTEC.NS,ZEN TECHNOLOGIES LIMITED,DEFENCE,INDUSTRIAL,mismatch,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,ok
GENUSPOWER.NS,GENUS POWER INFRASTRUCTURES LTD,ENERGY,INDUSTRIAL,mismatch,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,ok
IEX.NS,INDIAN ENERGY EXCHANGE LIMITED,ENERGY,FINANCIAL SERVICES,mismatch,Financial Services,Financial Services,Capital Markets,Exchange and Data Platform,ok
INOXWIND.NS,INOX WIND LIMITED,ENERGY,INDUSTRIAL,mismatch,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
PTCIL.NS,PTC INDIA FINANCIAL SERVICES LIMITED,ENERGY,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,Other Industrial Products,ok
RTNINDIA.NS,RattanIndia Enterprises Limited,ENERGY,CONSUMER SERVICES,mismatch,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,ok
SUZLON.NS,SUZLON ENERGY LIMITED,ENERGY,INDUSTRIAL,mismatch,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ok
SWSOLAR.NS,STERLING AND WILSON SOLAR LIMITED,ENERGY,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
NSLNISP.NS,NSL NISP LIMITED,HEALTHCARE,METALS,mismatch,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,ok
3MINDIA.NS,3M INDIA LIMITED,INDUSTRIAL,CONGLOMERATE,mismatch,Diversified,Diversified,Diversified,Diversified,ok
APLLTD.NS,APL LIMITED,INDUSTRIAL,HEALTHCARE,mismatch,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
BELRISE.NS,BELRISE INDUSTRIES LIMITED,INDUSTRIAL,AUTO COMPONENTS,mismatch,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ok
CENTURYPLY.NS,CENTURY PLYBOARDS (INDIA) LIMITED,INDUSTRIAL,CONSUMER DURABLES,mismatch,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,ok
GREENPANEL.NS,GREENPANEL INDUSTRIES LIMITED,INDUSTRIAL,CONSUMER DURABLES,mismatch,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,ok
TRIVENI.NS,TRIVENI ENGINEERING & INDUSTRIES LIMITED,INDUSTRIAL,FMCG,mismatch,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,ok
ADANIPORTS.NS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,INFRASTRUCTURE,LOGISTICS,mismatch,Services,Services,Transport Infrastructure,Port & Port services,ok
ASHOKA.NS,ASHOKA BUILDCON LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
ENGINERSIN.NS,ENGINEERS INDIA LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
GMRAIRPORT.NS,GMR AIRPORTS INFRASTRUCTURE LIMITED,INFRASTRUCTURE,LOGISTICS,mismatch,Services,Services,Transport Infrastructure,Airport & Airport services,ok
GPPL.NS,GUJARAT PIPAVAV PORT LIMITED,INFRASTRUCTURE,LOGISTICS,mismatch,Services,Services,Transport Infrastructure,Port & Port services,ok
GRINFRA.NS,G R INFRAPROJECTS LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
IRB.NS,IRB INFRASTRUCTURE DEVELOPERS LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
IRCON.NS,IRCON INTERNATIONAL LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
JSWINFRA.NS,JSW INFRASTRUCTURE LIMITED,INFRASTRUCTURE,LOGISTICS,mismatch,Services,Services,Transport Infrastructure,Port & Port services,ok
KEC.NS,KEC INTERNATIONAL LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
KNRCON.NS,KNR CONSTRUCTIONS LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
KPIL.NS,KALPATARU PROJECTS INTERNATIONAL,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
LT.NS,LARSEN & TOUBRO LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
MANINFRA.NS,MAN INFRACONSTRUCTION LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
NBCC.NS,NBCC (INDIA) LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
NCC.NS,NCC LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
PNCINFRA.NS,PNC INFRATECH LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
RITES.NS,RITES LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
RVNL.NS,RAIL VIKAS NIGAM LIMITED,INFRASTRUCTURE,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
WABAG.NS,VA TECH WABAG LIMITED,INFRASTRUCTURE,ENERGY,mismatch,Utilities,Utilities,Other Utilities,Water Supply & Management,ok
ECLERX.NS,ECLERX SERVICES LIMITED,IT,CONSUMER SERVICES,mismatch,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),ok
FSL.NS,FIRSTSOURCE SOLUTIONS LIMITED,IT,CONSUMER SERVICES,mismatch,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),ok
INDIAMART.NS,INDIAMART INTERMESH LIMITED,IT,CONSUMER SERVICES,mismatch,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,ok
JUSTDIAL.NS,JUST DIAL LIMITED,IT,CONSUMER SERVICES,mismatch,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,ok
NAUKRI.NS,INFO EDGE (INDIA) LIMITED,IT,CONSUMER SERVICES,mismatch,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,ok
NIITLTD.NS,NIIT LIMITED,IT,CONSUMER SERVICES,mismatch,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,ok
PACEDIGITK.NS,Pace Digitek Limited,IT,TELECOM,mismatch,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,ok
RAILTEL.NS,RAILTEL CORPORATION OF INDIA LIMITED,IT,TELECOM,mismatch,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,ok
REDINGTON.NS,REDINGTON LIMITED,IT,CONSUMER SERVICES,mismatch,Services,Services,Commercial Services & Supplies,Trading & Distributors,ok
ROUTE.NS,ROUTE MOBILE LIMITED,IT,TELECOM,mismatch,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,ok
TECHNOE.NS,TECHNO ELECTRIC & ENGINEERING CO,IT,INDUSTRIAL,mismatch,Industrials,Construction,Construction,Civil Construction,ok
AEGISLOG.NS,AEGIS LOGISTICS LIMITED,LOGISTICS,ENERGY,mismatch,Energy,"Oil, Gas & Consumable Fuels",Gas,Trading - Gas,ok
ALLCARGO.NS,ALLCARGO LOGISTICS LIMITED,LOGISTICS,CONSUMER SERVICES,mismatch,Services,Services,Transport Services,Logistics Solution Provider,ok
BLUEDART.NS,BLUE DART EXPRESS LIMITED,LOGISTICS,CONSUMER SERVICES,mismatch,Services,Services,Transport Services,Logistics Solution Provider,ok
CONCOR.NS,CONTAINER CORPORATION OF INDIA LIMITED,LOGISTICS,CONSUMER SERVICES,mismatch,Services,Services,Transport Services,Logistics Solution Provider,ok
DELHIVERY.NS,DELHIVERY LIMITED,LOGISTICS,CONSUMER SERVICES,mismatch,Services,Services,Transport Services,Logistics Solution Provider,ok
GESHIP.NS,GREAT EASTERN SHIPPING COMPANY LIMITED,LOGISTICS,CONSUMER SERVICES,mismatch,Services,Services,Transport Services,Shipping,ok
MAHLOG.NS,MAHINDRA LOGISTICS LIMITED,LOGISTICS,CONSUMER SERVICES,mismatch,Services,Services,Transport Services,Logistics Solution Provider,ok
SCI.NS,SHIPPING CORPORATION OF INDIA LIMITED,LOGISTICS,CONSUMER SERVICES,mismatch,Services,Services,Transport Services,Shipping,ok
VRLLOG.NS,VRL LOGISTICS LIMITED,LOGISTICS,CONSUMER SERVICES,mismatch,Services,Services,Transport Services,Logistics Solution Provider,ok
APLAPOLLO.NS,APL APOLLO TUBES LIMITED,METALS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,ok
COALINDIA.NS,COAL INDIA LIMITED,METALS,ENERGY,mismatch,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal,ok
ELECTCAST.NS,Electrosteel Castings,METALS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,ok
GPIL.NS,GODAWARI POWER AND ISPAT LIMITED,METALS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,ok
HEG.NS,HEG LIMITED,METALS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,ok
JINDALSAW.NS,JINDAL SAW LIMITED,METALS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,ok
MAHSEAMLES.NS,MAHARASHTRA SEAMLESS LIMITED,METALS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,ok
MIDHANI.NS,MISHRA DHATU NIGAM LIMITED,METALS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,ok
RATNAMANI.NS,RATNAMANI METALS & TUBES LIMITED,METALS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,ok
SHYAMMETL.NS,SHYAM METALICS AND ENERGY LIMITED,METALS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,ok
USHAMART.NS,USHA MARTIN LIMITED,METALS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,ok
WELCORP.NS,WELSPUN CORP LIMITED,METALS,INDUSTRIAL,mismatch,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,ok
CHALET.NS,CHALET HOTELS LIMITED,REALTY,CONSUMER SERVICES,mismatch,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,ok
DBREALTY.NS,D B REALTY LIMITED,REALTY,CONSUMER SERVICES,mismatch,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,ok
HEMIPROP.NS,HEMISPHERE PROPERTIES INDIA LIMITED,REALTY,CONSUMER SERVICES,mismatch,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,ok
HATHWAY.NS,HATHWAY CABLE & DATACOM LIMITED,TELECOM,MEDIA,mismatch,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,ok
INDOCO.NS,INDO COUNT INDUSTRIES LIMITED,TEXTILES,HEALTHCARE,mismatch,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,ok
RAYMOND.NS,RAYMOND LIMITED,TEXTILES,REALTY,mismatch,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",ok
MMTC.NS,MMTC LIMITED,TRADING,CONSUMER SERVICES,mismatch,Services,Services,Commercial Services & Supplies,Trading & Distributors,ok
MAHINDCIE.NS,MAHINDRA CIE AUTOMOTIVE LIMITED,AUTO COMPONENTS,,no_data,,,,,no_breadcrumb
MINDAIND.NS,MINDA INDUSTRIES LIMITED,AUTO COMPONENTS,,no_data,,,,,no_breadcrumb
